image_filename,sha256,Target_Class,Vineyard,Split
healthy804.jpg,28aeb4d0a0e56c503d756a02ee16e42894626e54d7ab875729e5472f150d5a5c,Healthy,Vineyard_8,Train
healthy599.jpg,546049368e5afde84c0509677eadbb24e4b7d0141b2aa30569a3b8431180ffc4,Healthy,Vineyard_17,Train
leaf blight245.jpg,76ae8a325b8bb9d4f6a7fd33662307946f4902882853062c7ded9e1ba1c06a83,Leaf Blight,Vineyard_21,Train
healthy815.jpg,f3ec95775638f5b60a28b35af48319687fd047940a3b690895be51505c91d1ce,Healthy,Vineyard_10,Train
esca479.jpg,ce99c64cad7e17d4061fa0bd4b42d0ee7cde6e4a0c2d4dff7b3ca12dfa50f69e,Esca,Vineyard_26,Train
healthy638.jpg,6d91d7cf53722b05a7f6580d878c898d6df2569c1f1ec7b7f41e663d82680283,Healthy,Vineyard_15,Train
healthy611.jpg,2d9c730db649c4257d33e48ab214fce080dd4e3b011f91489f8ff4bb84bb6c11,Healthy,Vineyard_28,Train
leaf blight575.jpg,f677cd1f8b72f972781f94c8c892433e7ef1df938fccf9b002d0397224466018,Leaf Blight,Vineyard_9,Train
leaf blight011.jpg,7e68c8aedd560978439ce0f264853a38e4d6f846d02c81da57054eb7fc80a91d,Leaf Blight,Vineyard_13,Train
leaf blight593.jpg,f856421036ea74cec10fe7d2c5da564d18de25a95fbdde7f9e25aad9998b7f95,Leaf Blight,Vineyard_1,Train
esca163.jpg,52e63c5086575cd955973e3a8fce93d53ea0cc744fbe4a882eba71cc12553253,Esca,Vineyard_15,Train
healthy537.jpg,691827d213e3c42375ee4f776cdfedd763f705b4845e463283c58b697dc5e13a,Healthy,Vineyard_26,Train
healthy270.jpg,e34f146c59b8c4964223be10c948404ebbf10b87396664e83523d43f7862fb1d,Healthy,Vineyard_1,Train
leaf blight067.jpg,c184897ac281a5f2c086fac031557acc9164c21426e703fc518196e4eeaa5d9e,Leaf Blight,Vineyard_13,Train
esca549.jpg,d3d0981d8b7119ab913fc3296f2a08fbc1fb7ec387d8aa6a84b7ac098741df3e,Esca,Vineyard_4,Train
esca062.jpg,5bc379294ddc99a2183ca5730bd9851df175953b5e9676e88f9e8fde0c6f9463,Esca,Vineyard_1,Train
esca447.jpg,a39756251352cb536d90905b36a2b78878a65f18ec06c999582c960dc13cb5be,Esca,Vineyard_18,Train
healthy437.jpg,0264ad761e550b77d7e666e4562d41e33b73fdaa053cebbfd4859ef24332a898,Healthy,Vineyard_15,Train
esca023.jpg,c3e3707bb35934081f8f8c36f52505b2c3088e7913ab8af57bd546af1b86e59e,Esca,Vineyard_8,Train
esca702.jpg,c2f607e1a9d0ca6994995b0cd44fd94c604b80381b2b70812ab5f3b1733ac6b3,Esca,Vineyard_16,Train
esca791.jpg,222cba9ccb67031ee2a71f5f675eb0f56cc43c3d1979601c05a8d97109805e6f,Esca,Vineyard_19,Train
leaf blight425.jpg,d1bf88e92d575fe282c095ffc42f5f39e0aa25624004115128f96626a56cfebc,Leaf Blight,Vineyard_2,Train
black rot057.jpg,220d372f2d230ff23fdf5dbeb73063461c516bd21d789ddf0cda4b4c61c34924,Black Rot,Vineyard_18,Train
esca711.jpg,d538fa723dda8e0a77e0780330c2d4d438e69cbddc3a243fcee2b9f32177f5a3,Esca,Vineyard_3,Train
healthy628.jpg,7c9bca18816f21b5bd258122a674826a67963be3416f571b72809f3379c6c5e9,Healthy,Vineyard_10,Train
healthy326.jpg,53518fd7774cdb3ba54fac7e73648080e2c792071f70f705b61e71d5cccfd68a,Healthy,Vineyard_23,Train
healthy868.jpg,af193f3f9e4b1ae0f5edbc2cf8668412ffc1170c166f2ea9b486a6e32c89b014,Healthy,Vineyard_28,Train
esca384.jpg,832be9b07eb47fc0a77a40c21069a2c1b93e89b9d14ccf1f1e73e47bda129bdb,Esca,Vineyard_20,Train
esca025.jpg,9623498a013f3924cedcb004dcc3b0bdc3009ab52a13cd68c938dffc3d52bbf3,Esca,Vineyard_10,Train
healthy810.jpg,f8b48f550b2316d66c7ae4c82a8eddbaa9cccf0fbafef6657ec07481e450376e,Healthy,Vineyard_28,Train
healthy017.jpg,dc4398d511525acaf91e12cd61faa80caf2963b0824d83363243a4ae4ebdbe75,Healthy,Vineyard_18,Train
esca071.jpg,13a024bb8266c2b4bd9826ec1ded877a1737747fd8472415a654dedcce102e78,Esca,Vineyard_2,Train
leaf blight641.jpg,b8c65fbeded175fc773d54e532c598d1e8f1cce19ba38562cb802f2aaba80b21,Leaf Blight,Vineyard_22,Train
leaf blight639.jpg,a61c7ec1ae8b15c3cc3498210d3de93630033bd4a31ac665cde82e26a8b4a48b,Leaf Blight,Vineyard_24,Train
esca187.jpg,ecf8547bdbd2b96a21dbfde426705c6b03f6e4f085e6750c65b8e73adaa290cb,Esca,Vineyard_3,Train
healthy1056.jpg,1942bf7f999dca7aa772e3385faec4d3eb67333408dc6f6a2fbaf7740ef64f62,Healthy,Vineyard_12,Train
esca232.jpg,dfe2f19dca894487cd8f9fd25d6fa978351d3700a783ca391bc264b8fa3ea7f4,Esca,Vineyard_11,Train
healthy237.jpg,6339aa7db50f11ab39c1cff031849e6dce7b5b75b1751cf72e92c44711cf8a40,Healthy,Vineyard_24,Train
esca289.jpg,940b3d404ee5bf4e1890a7fd94431ccbd448cb7cc0f03b8e18d1ad6d7cc6f0a9,Esca,Vineyard_7,Train
healthy660.jpg,5021f997766f9c24ff2365b153ce0a55f9694f490e4af703f1cfba0920d786f7,Healthy,Vineyard_1,Train
healthy594.jpg,5ed631bd6ffcbff33099f60faf3d60c08344544ce0a85fa4ea4b60661c73b427,Healthy,Vineyard_25,Train
healthy1043.jpg,109a2818de498ffe9803f8f458f48ab817e868cc1dce947b58686857809dd43a,Healthy,Vineyard_21,Train
healthy046.jpg,4fe9aeac5cf04abb4c2bc7dd635468fa6cf31c5b74ff4831be6211a20074b237,Healthy,Vineyard_5,Train
healthy288.jpg,315a2e903edd264fffcd01b5e849ac80c403903d7b8de379736ae7a942c850cc,Healthy,Vineyard_26,Train
healthy678.jpg,76aff894f34b7e5902e850413ddba353b7e09b7ba07ec6b11df0c0358c00d0bd,Healthy,Vineyard_24,Train
esca557.jpg,215adc30060fff50a9deec79cb67dcaec505428fe5bfcbce8c27ac0caab41370,Esca,Vineyard_19,Train
healthy296.jpg,f1ee8259f0b6d6867406657ea70cc78288b059baf08a900354d4036d995f81fc,Healthy,Vineyard_4,Train
healthy351.jpg,ac0a40b184740dd315c7bd559cb1f7512934e1e3c983c9c4f5c94f86064ac7a1,Healthy,Vineyard_11,Train
esca731.jpg,660d350070c833a870883fe142fa5d51a52b1894dbbba2951f694f6b3fbc1e9e,Esca,Vineyard_12,Train
esca794.jpg,77505c582d5de129faf56f5f3b21d4be0871efb94938dbc177aca7ff62018aab,Esca,Vineyard_22,Train
esca317.jpg,88f3d3df22c5543403f2c430cdf1b07007f87dab66b603726c787f47989d173e,Esca,Vineyard_9,Train
healthy925.jpg,aed1dba8a136596508dc19a71a688a024529a8a49c62f33292c79c64540368b1,Healthy,Vineyard_22,Train
healthy701.jpg,1c99aa25fdeac4f8a39428c0e60e2e532181d6cb9cd1e438cf57c0d7791dd647,Healthy,Vineyard_27,Train
leaf blight443.jpg,3f51b4cb739cac6b61abc82434411b5a6b2dd54c20ddbd3293ae97cacdecdd80,Leaf Blight,Vineyard_26,Train
healthy025.jpg,778c02faa45494fd7f0753123cf9d57a25d2df6a9ef355e87221d5b96295c76e,Healthy,Vineyard_14,Train
healthy477.jpg,5bceb0987d97fab0b43203b180269b4605074b290aef11fcfd3dab44cc4384cb,Healthy,Vineyard_21,Train
leaf blight161.jpg,c4cd648c8a516849a578b90b3a2b6f5f7ce8dd5439068680895181607ed8fd2a,Leaf Blight,Vineyard_25,Train
healthy913.jpg,91ecea27566ec5bd830a89c2c56794d1e6c165c8c6a3f2f10813fc984ac2b39e,Healthy,Vineyard_27,Train
healthy534.jpg,2e708cd804b868d35bfe419dde5164601d9320aab2115cb8b3881c3a81109c20,Healthy,Vineyard_12,Train
healthy1030.jpg,107e4c673c551ddbd0daa2c17c7a5c00c7c0e742166b53f050b53f4befb5b0a4,Healthy,Vineyard_19,Train
healthy621.jpg,dcc497cc11026d45ccca20172dd42fc87161c0940797edce9b76e48a9a238e7d,Healthy,Vineyard_23,Train
healthy741.jpg,a5ffb938f3b29eba7df74e1210187745ab796e2c996bdc481b69d4e26e76c645,Healthy,Vineyard_5,Train
black rot705.jpg,b514c16ce36c23dd4869a9170dc7a732399f4c6d1fefef7221e76d4d1248fda9,Black Rot,Vineyard_14,Train
healthy524.jpg,82e9a478003e726f50378a37d993c4dd2fd24c56577edd181433d4c1f14a79bd,Healthy,Vineyard_12,Train
esca306.jpg,7e6da42da12b5f1adcc1055755d5b1c790504e3dc01611a21bbbb9b3ed034c67,Esca,Vineyard_14,Train
healthy047.jpg,c434d889d1abe0ece0efb15893b9c35a2c452ebf10d44ae14e507c01daa4c64c,Healthy,Vineyard_2,Train
leaf blight185.jpg,0bd0fb6ef7ef4bbe14b1e4d711bcc4570aa0bfe8d52b1b4bb0b206af262faf19,Leaf Blight,Vineyard_1,Train
leaf blight281.jpg,8eecc78519145f033b95086f701320734ba5540e997cdd4bd5c7b3e369a0f800,Leaf Blight,Vineyard_9,Train
black rot101.jpg,e35d4ec4c79f5ddfa612cde2c76adf7fca6146c16d6ad833c77a7af8ffd0149c,Black Rot,Vineyard_23,Train
black rot465.jpg,31473c202a2db3302c8cf5ef3da8b251438d48ca77e6354944d5cc109388b63e,Black Rot,Vineyard_3,Train
esca380.jpg,0d108cd27666ecc1cdfbb050eebf26668b90a6a4b5f69537fbcbbc17b96f8057,Esca,Vineyard_13,Train
leaf blight229.jpg,ef7088624858c12fd580fe26c176018911c2b78bd092b73126a18fc0f29a6a34,Leaf Blight,Vineyard_4,Train
esca881.jpg,643fb6af4246357a8578def28d4305259a0f37c4d3020c081fb74bfa33454a71,Esca,Vineyard_11,Train
healthy1097.jpg,c02079af2bda89c4543c9c1f06ddc16b458fb97dad54455fb52a52f36ee1efd9,Healthy,Vineyard_20,Train
esca244.jpg,d237fefdbb079019f0b4de2cf5d952d143e02d28522863d114b7b249dcea3d2b,Esca,Vineyard_15,Train
esca238.jpg,15a48b002f2cea4080878bcb522add674097742362ecad79c5009429d8c968d8,Esca,Vineyard_12,Train
healthy1025.jpg,eb9ad12a36099d757118ed32cb19d9ac782aa23238b7a24e91f7c8164fc9c569,Healthy,Vineyard_28,Train
esca223.jpg,ad5e18818ebcd1948fb5fb5c6e4030b3a51c1706b74577d237c76be18a3c0f1f,Esca,Vineyard_23,Train
esca454.jpg,d1b417d106c407dee831089d65fde9c1ce0750d82d96f35a21cac9f2d095be26,Esca,Vineyard_7,Train
healthy1092.jpg,dfec079ec0ca9fa585e9f4bf6fed52c0c76fd9225e13680bb739b303d5ec921d,Healthy,Vineyard_8,Train
esca674.jpg,5387e3bf632f308153c6130bccd00b697d65bc9781b094e987c421555b0a7c3c,Esca,Vineyard_1,Train
black rot629.jpg,80b747d9f26ffea7bfd88d242069cc90bc2a07d60432eef2ec4ecd29ec9827d7,Black Rot,Vineyard_8,Train
esca818.jpg,7ab6a729a2169409ccc9a124261f8d1350015bb751145fe455a2595764f24264,Esca,Vineyard_19,Train
healthy520.jpg,07e59ecf76713f92aafa75280f184133bfc815d5e8121b19018c78c1869b0a9b,Healthy,Vineyard_27,Train
esca058.jpg,a13a390237b623ca4c218e2df984b16120724a7fd59fe153b482b6645411eb64,Esca,Vineyard_16,Train
esca714.jpg,0e5c438d14bb8f41f4b245a390a763c377e568004e421f865d77d766b7f04999,Esca,Vineyard_14,Train
healthy645.jpg,d3640dc25d5bbc930ecad6d826f3d4da0b4cfdd8f14b62cddeed8f69b15673a9,Healthy,Vineyard_8,Train
healthy075.jpg,0c222134b8ac7796be96974ef22f39bf59bb3a5080ddb98d1176732293e62c68,Healthy,Vineyard_27,Train
healthy956.jpg,69d5e25b86297a0bd37f651baed6f124025620569b5871415e89743f398bf611,Healthy,Vineyard_23,Train
healthy670.jpg,a41c1cc918a5730cb71d04560ed5129a08e23f55ff3f40437c9704deda27c66b,Healthy,Vineyard_27,Train
leaf blight139.jpg,1a5b1d3d4c0825c96936d8fcca45dcde22e676ce659b7fe9259d182ae6dfeb33,Leaf Blight,Vineyard_11,Train
leaf blight619.jpg,d87f21c325480af81c7d4d16cb6e4cc30c50f1c86cf767bc9ec0c0533d1e623b,Leaf Blight,Vineyard_22,Train
healthy244.jpg,ee84013f95036e7be4a51d4a5369f9f0b55799d2089aae8c12a81f09348f496c,Healthy,Vineyard_4,Train
esca199.jpg,f8e6f72230eaa94a4a0d4c2965b9a722146dfc3699694de132a0ddd1e9fb89b4,Esca,Vineyard_17,Train
esca769.jpg,c0223a47f4078d1981650739356e610831853f71ba91f3cdb61bcbfebb2fe371,Esca,Vineyard_1,Train
esca236.jpg,abf5da14dff90a1e1dab3f5b081b03e7fc2799a7748c64c06e220b1b3de24cca,Esca,Vineyard_10,Train
esca411.jpg,b8e7c8cd73632437ce5855ef1448dadefec3903389448ff2ff59f81d530c8bf2,Esca,Vineyard_24,Train
esca710.jpg,a7f7d1863ddbe9684a8cb5c35bf3d9aa2ffbf91a4d50a82954363f0e550659d6,Esca,Vineyard_28,Train
healthy410.jpg,58275c78825e1e2ee195a894d7753b5b16924d06c9db3df0c3b710022d95f79e,Healthy,Vineyard_25,Train
healthy493.jpg,12066c77843b1164d5dfd17f5f4e5431778dc92d4738e0475cbe9654c598d4c5,Healthy,Vineyard_6,Train
esca373.jpg,10eb2df7a5982e3956d1db9eec847ec36ac089c91c2c0418e16c23e454db3a96,Esca,Vineyard_15,Train
esca397.jpg,acdf20e92bd4d75ad883c09a1a671bc5b31b1cc3ac8a6393b6e32c8590b9e741,Esca,Vineyard_6,Train
esca633.jpg,63633a74bf3f8e0aaef9ee8f6ee671ecb4b1fd2137db8d9c6e3cdebeb3abcd86,Esca,Vineyard_10,Train
leaf blight341.jpg,a778fa91c16c29b18b523bedb5cf2aba554aebb0b5d177ca48a1dd4298de9209,Leaf Blight,Vineyard_18,Train
esca311.jpg,3145e8e745e0d24eda7ef33246b686acdea61beb982790f132a5d29218bc4011,Esca,Vineyard_3,Train
healthy1072.jpg,c6df29ad3d8241e57d0eb60fec3ea352dcd7b4551c12df0dd5ae23a9800d040e,Healthy,Vineyard_17,Train
leaf blight131.jpg,9c0bfe8c057cac6b5c3965af8bb6f802270f22b0666d78ae1a187de0c89c5ce9,Leaf Blight,Vineyard_9,Train
healthy1102.jpg,1a736d36e87080cc8bcecb0fc8828c2fb30edfe817bdb94f3083d45561b68b9d,Healthy,Vineyard_21,Train
esca649.jpg,fadcc95cd34cae974bb6e63cb8b2e494f6031c8122ebc364073fad653ab6ad9d,Esca,Vineyard_23,Train
esca330.jpg,c6640dcce68e56b1d7038021d3ecac2fc5df127a89a5fdf0de3041ca9ba45fc7,Esca,Vineyard_25,Train
esca541.jpg,ecbd1f7cf356fd9431c9fc10534789bda367529852959826eef8fac8855e419a,Esca,Vineyard_28,Train
esca800.jpg,b86f6722fc04874890febe13bb65ca0ecca73a7df19a2f64bfaa1f3a294d3ee7,Esca,Vineyard_13,Train
healthy547.jpg,45d57a165885f67d4601a7d3c050ec7c341f1685e55443d80647e3486a30e322,Healthy,Vineyard_21,Train
esca131.jpg,8ce4e5bb5703a5221f85ad29ce907eafe4ed20185f6bd64b0da78126d409764e,Esca,Vineyard_22,Train
esca636.jpg,1e7ff7c1455d444902307b07991d6003fba83a33f5eee1fa9143ac22e45a7097,Esca,Vineyard_21,Train
esca283.jpg,f9205f2dc1aa2ba37b55e05373e46c31e8e89cab3cf9d773555d4144a0cb71d7,Esca,Vineyard_4,Train
healthy1035.jpg,ff47544d685d4e6b822a62ea9f2fd3b540aa2099f5baf27ed8e91ff9e2b69c40,Healthy,Vineyard_25,Train
black rot753.jpg,327ba2c8a497e552e41dc793760920e1804801b6e13c88004ea456a88b9a4d4c,Black Rot,Vineyard_24,Train
healthy758.jpg,9c6260504e4d2063095800bf039229a3fe04c41ba306ed8988dcf25e27f57f93,Healthy,Vineyard_3,Train
leaf blight495.jpg,03c0d3789e13702a20b64872b7816bf825302d334aac16c13514be9a54416f23,Leaf Blight,Vineyard_14,Train
healthy012.jpg,d6881e080067c6f1d44304124eb57c173a07303eea03d4d98acecd653895f939,Healthy,Vineyard_5,Train
healthy168.jpg,61602fd33df45044580acfe86c649b369219b13df68f92cecec942c9c5940ff0,Healthy,Vineyard_4,Train
healthy723.jpg,9bfcfbcc8cb11e63541e8a40621b95845e1e02dfe29f66e5220309ac7db93a0f,Healthy,Vineyard_8,Train
leaf blight357.jpg,8f67281946bcf761215ce1565b5e01dfa742edd5d9e76d208ec46e0e29fd6a33,Leaf Blight,Vineyard_17,Train
healthy430.jpg,ed1d834bf3b2ae417b1536fd4b4c22ef807fcc6c717505c9b5f4269c5239ed33,Healthy,Vineyard_24,Train
healthy630.jpg,6f70b5bf24f64cdcfecf801741f86708e0fef262630575e67724ae05a5051038,Healthy,Vineyard_10,Train
esca100.jpg,39c35208c331f23ff6aae80b9b00de196e9286aae35151541040999973284b3e,Esca,Vineyard_13,Train
healthy980.jpg,fe2bd7da39ec79eca86f927b310a50fc14a2a6b25feebd466343d1316811521b,Healthy,Vineyard_25,Train
leaf blight649.jpg,d5d1683bed015cd96f2fc94006b01b8411e5b09ec67f1ff6d9354c79ffbfdbe9,Leaf Blight,Vineyard_27,Train
leaf blight113.jpg,38101b9db737a95e1b8cabd8de0b43a65b609da94704351bf397a3315dfbbd5c,Leaf Blight,Vineyard_9,Train
esca032.jpg,67463488fced6e29158d4df79a46da8ef6e9cfd7c8f35718ef46bb38b16f4ad0,Esca,Vineyard_3,Train
esca707.jpg,d9845a94be2c026f8c709b6dc18083c7d0c6fd2440cfd5ff5c782370ae5fab8d,Esca,Vineyard_26,Train
esca018.jpg,4f2a5bac29ce333b7b32c86e6fa0eb79e7559093e54d7b06c30becbef3ec924f,Esca,Vineyard_12,Train
healthy427.jpg,15c714f52ab130facfb8082119ef6eecd7ab0e94b398fe00cdcf0a539506e36c,Healthy,Vineyard_1,Train
healthy799.jpg,25a0565c67781fa484de39564ec268f11facf67c58ce834433d2c8a89e97a72c,Healthy,Vineyard_25,Train
esca811.jpg,29fa2ce388a425978e22a530090e0368c34f5ac8ceddd17cd6454264da8ea323,Esca,Vineyard_24,Train
esca045.jpg,c337902d1841d259df0d4c3d51f3408083cc008ceceb02bbb5e43d4008511970,Esca,Vineyard_16,Train
healthy861.jpg,4c0e70acfc86439f92e68af8a4114abb85fa6ee04d2c6454e291c25245ca7e60,Healthy,Vineyard_2,Train
leaf blight159.jpg,467522f266a744f43d05495916e4d6372e2a115fcbf70660072d155faa10ae38,Leaf Blight,Vineyard_26,Train
healthy257.jpg,5db8fffe544f3a1c5e13aaf0638bceb0450afcad11b8b63d86986c6bed2dc411,Healthy,Vineyard_6,Train
healthy820.jpg,18c0f3fb8fa0dc17c6c6162180a039eaabfda90c330288d50bd21bb022510e18,Healthy,Vineyard_27,Train
